group,concept,gloss,form,syllables,donor,donor_family,donor_macroarea,donor_form,donor_adapted,source,seg_cost,seg_cost_weighted,score,nearest_word_distance,nearest_word_similarity,false_friend_score,false_friend_top,n_donor_candidates,recog_instrument,wiki_title,syllable_inflation,fallback_flag,borrowing_form,borrowing_syllables,borrowing_recog_world,compound_parts,compound_gloss,panel_languages,panel_share_world_l1,n_recognizing,recog_share_world_l1,recog_share_world_l1_strict,recog_share_panel,threshold,top_recognizers,rank,concepticon,wold
technical,SYLLABLE,syllable,silaba,3,international (Latin/Greek),Indo-European,Eurasia,syllaba,silaba,translit,0.7,0.0,,,,,,1,wikipedia_langlinks,Syllable,0.0,,,,,,,101,0.6843232087215939,37,0.22191687489272094,0.15660766492723216,0.32428664126018897,below 30%,spa:Sílaba(1.0); eng:Syllable(0.692); por:Sílaba(1.0); fra:Syllabe(0.791); deu:Silbe(0.81); ita:Sillaba(0.857),,,
technical,CONSONANT,consonant,konsonanta,4,international (Latin/Greek),Indo-European,Eurasia,consonanta,konsonanta,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Consonant,0.0,,,,,,,110,0.7042011176211357,43,0.23572449768869652,0.2171474253875136,0.33474030612873534,below 30%,spa:Consonante(0.986); eng:Consonant(0.9); por:Consoante(0.886); fra:Consonne(0.786); deu:Konsonant(0.9); tam:மெய்யெழுத்து(0.603),,,
technical,VOWEL,vowel,fokala,3,international (Latin/Greek),Indo-European,Eurasia,vocala,fokala,translit,0.5,0.0,,,,,,1,wikipedia_langlinks,Vowel,0.0,,,,,,,114,0.7167156321058985,47,0.2408690496548226,0.16766604107807312,0.3360733865216336,below 30%,spa:Vocal(0.828); eng:Vowel(0.661); por:Vogal(0.822); fra:Voyelle(0.7); deu:Vokal(0.828); jav:Vokal(0.828),,,
technical,PHONEME,phoneme,fonema,3,international (Latin/Greek),Indo-European,Eurasia,phonema,fonema,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Phoneme,0.0,,,,,,,101,0.6558310485254003,77,0.35207724180864053,0.2811662750974941,0.5368413749246345,SHOULD (>30%),spa:Fonema(1.0); eng:Phoneme(0.977); hin:स्वनिम(0.626); por:Fonema(1.0); rus:Фонема(1.0); fra:Phonème(0.977),,,
technical,MORPHEME,morpheme,morifema,4,international (Latin/Greek),Indo-European,Eurasia,morphema,morifema,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,Morpheme,1.0,,,,,,,72,0.622659902508791,53,0.280549252628351,0.26360188143963276,0.45056579281558934,below 30%,spa:Morfema(0.875); eng:Morpheme(0.858); por:Morfema(0.875); rus:Морфема(0.875); fra:Morphème(0.858); deu:Morphem(0.75),,,
technical,COMPOUND,compound,komposito,4,international (Latin/Greek),Indo-European,Eurasia,composito,komposito,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Compound (linguistics),0.0,,,,,,,50,0.5568952141176697,14,0.21263360249618662,0.13373455883432367,0.3818197698701321,below 30%,spa:Composición (lingüística)(0.803); eng:Compound (linguistics)(0.686); por:Composição (linguística)(0.878); kor:합성어(0.611); fra:Mot composé(0.669); deu:Komposition (Grammatik)(0.818),,,
technical,ROOT (OF A WORD),root (of a word),radika,3,international (Latin/Greek),Indo-European,Eurasia,radika,radika,translit,1.2,0.0,,,,,,1,wikipedia_langlinks,Root (linguistics),0.0,,,,,,,48,0.5064698887084728,8,0.12341985740165776,0.05017431941221238,0.24368646617153383,below 30%,spa:Lexema(0.68); por:Radical (linguística)(0.857); ita:Radice (linguistica)(0.899); nld:Radix (taalkunde)(0.805); hun:Szótő(0.624); cat:Lexema(0.68),,,
technical,LEXICON,lexicon,lekisikon,4,international (Latin/Greek),Indo-European,Eurasia,lexicon,lekisikon,translit,0.5,0.0,,,,,,1,wikipedia_langlinks,Lexicon,1.0,,,,,,,46,0.4525258104747309,27,0.18037141394976644,0.17228117993782638,0.39858812420123474,below 30%,spa:Léxico(0.778); por:Léxico(0.778); rus:Лексика(0.762); fra:Lexique(0.738); ita:Lessico(0.726); ind:Leksikon(0.889),,,
technical,DICTIONARY,dictionary,dikitionario,7,international (Latin/Greek),Indo-European,Eurasia,dictionario,dikitionario,translit,2.1,0.0,,,,,,1,wikipedia_langlinks,Dictionary,1.0,flagged: no transparent compound (kept),,,,,,130,0.7289120310092728,29,0.20088874593738548,0.1861596950492439,0.27560080968787015,below 30%,spa:Diccionario(0.902); eng:Dictionary(0.806); por:Dicionário(0.819); fra:Dictionnaire(0.69); ita:Dizionario(0.816); ary:ديكسيونير(0.707),,,
technical,TRANSLATION,translation,tradukitione,6,international (Latin/Greek),Indo-European,Eurasia,traductione,tradukitione,translit,2.05,0.0,,,,,,1,wikipedia_langlinks,Translation,1.0,flagged: no transparent compound (kept),,,,,,112,0.7022438789387132,19,0.19211399707992521,0.09817877975442955,0.2735716221126244,below 30%,spa:Traducción(0.819); eng:Translation(0.694); por:Tradução(0.644); fra:Traduction(0.833); ita:Traduzione(0.816); ron:Traducere(0.704),,,
technical,MEANING,meaning,sensu,2,international (Latin/Greek),Indo-European,Eurasia,sensu,sensu,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,SOUND,sound,fono,2,international (Latin/Greek),Indo-European,Eurasia,phono,fono,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,LETTER,letter,litera,3,international (Latin/Greek),Indo-European,Eurasia,litera,litera,translit,1.5,0.0,,,,,,1,wikipedia_langlinks,Letter (alphabet),0.0,,,,,,,114,0.7064932535083772,30,0.21120826069486356,0.14402773936989796,0.2989529760489909,below 30%,spa:Letra(0.822); eng:Letter(0.655); por:Letra(0.822); fra:Lettre (alphabet)(0.776); ita:Lettera (grafematica)(0.847); pol:Litera(1.0),,,
technical,NUMBER,number,numero,3,international (Latin/Greek),Indo-European,Eurasia,numero,numero,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,Number,0.0,,,,,,,157,0.7529807069282863,37,0.2102886685756233,0.13935926341942872,0.27927497562782994,below 30%,spa:Número(1.0); eng:Number(0.667); por:Número(1.0); fra:Nombre(0.773); ita:Numero(1.0); hau:Lamba(0.606),,,
technical,QUESTION,question,momwa,2,(native compound),(none),(none),questione,momwa,compound,0.0,0.0,,,,,,1,wikipedia_langlinks (compound; expect ~0),Question,2.0,fell back to a native compound,kiwesitione,6.0,0.06469375889675381,mom+wa,what-thing,46,0.5449998468453106,2,0.0019778770880419503,0.0,0.003629133291487583,below 30%,srp:Питање(0.628); kir:Суроо(0.617),,,
technical,EXAMPLE,example,ekisemplo,4,international (Latin/Greek),Indo-European,Eurasia,exemplo,ekisemplo,translit,1.2,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,RULE,rule,regula,3,international (Latin/Greek),Indo-European,Eurasia,regula,regula,translit,1.7,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,SYSTEM,system,sisitema,4,international (Latin/Greek),Indo-European,Eurasia,systema,sisitema,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,System,1.0,,,,,,,74,0.6392948580139646,46,0.3142827908978753,0.3020163635119736,0.49160850733920686,SHOULD (>30%),spa:Sistema(0.875); eng:System(0.709); por:Sistema(0.875); rus:Система(0.875); jpn:システム(0.927); tur:Sistem(0.75),,,
technical,STRUCTURE,structure,sitrukitura,5,international (Latin/Greek),Indo-European,Eurasia,structura,sitrukitura,translit,2.4,0.0,,,,,,1,wikipedia_langlinks,Structure,2.0,flagged: no transparent compound (kept),,,,,,47,0.559988375590262,22,0.24924461106028561,0.20869869051215728,0.4450889017072301,below 30%,spa:Estructura(0.727); eng:Structure(0.806); hin:संरचना(0.726); por:Estrutura(0.657); deu:Struktur(0.727); ind:Struktur(0.727),,,
technical,PHONOLOGY,phonology,fonologia,5,international (Latin/Greek),Indo-European,Eurasia,phonologia,fonologia,translit,1.15,0.0,,,,,,1,wikipedia_langlinks,Phonology,0.0,,,,,,,98,0.6806200269867233,68,0.2972021436721341,0.2970966062050234,0.43666382399578074,below 30%,spa:Fonología(1.0); eng:Phonology(0.852); por:Fonologia(1.0); rus:Фонология(0.9); fra:Phonologie(0.985); deu:Phonologie(0.985),,,
technical,PHONETICS,phonetics,fonetika,4,international (Latin/Greek),Indo-European,Eurasia,phonetica,fonetika,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Phonetics,0.0,,,,,,,107,0.6852808809163634,79,0.3265002630387259,0.3048608228821499,0.4764473548453986,SHOULD (>30%),spa:Fonética(1.0); eng:Phonetics(0.853); por:Fonética(1.0); rus:Фонетика(1.0); tur:Ses bilgisi(0.614); fra:Phonétique(0.874),,,
technical,SYNTAX,syntax,frasemu,3,(native compound),(none),(none),syntaxis,frasemu,compound,1.4,0.0,,,,,,1,wikipedia_langlinks (compound; expect ~0),Syntax,2.0,fell back to a native compound,sintakisisi,5.0,0.2997063603064742,frase+mu,sentence-manner,98,0.6696239377661952,0,0.0,0.0,0.0,below 30%,,,,
technical,SEMANTICS,semantics,semantika,4,international (Latin/Greek),Indo-European,Eurasia,semantica,semantika,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Semantics,0.0,,,,,,,80,0.6570241924474617,55,0.21088120154198728,0.20869465180903052,0.3209641349071788,below 30%,eng:Semantics(0.87); por:Semântica(1.0); rus:Семантика(1.0); fra:Sémantique(0.886); deu:Semantik(0.889); jav:Semantik(0.889),,,
technical,TYPOLOGY,typology,tipologia,5,international (Latin/Greek),Indo-European,Eurasia,typologia,tipologia,translit,1.15,0.0,,,,,,1,wikipedia_langlinks,Linguistic typology,0.0,,,,,,,45,0.4979908919848123,11,0.04028577360710008,0.033242841524653094,0.0808966072582884,below 30%,rus:Типология (лингвистика)(0.9); ind:Tipologi (linguistik)(0.889); nld:Taaltypologie(0.666); kaz:Типология(0.9); hun:Nyelvtipológia(0.692); bel:Тыпалогія моў(0.77),,,
technical,LINGUISTICS,linguistics,linguisitika,6,international (Latin/Greek),Indo-European,Eurasia,linguistica,linguisitika,translit,1.15,0.0,,,,,,1,wikipedia_langlinks,Linguistics,1.0,flagged: no transparent compound (kept),,,,,,168,0.7414369948694395,66,0.25986349727445146,0.25308851665787957,0.35048628416526634,below 30%,spa:Lingüística(0.809); eng:Linguistics(0.711); por:Linguística(0.809); rus:Лингвистика(0.823); fra:Linguistique(0.714); jav:Linguistik(0.726),,,
technical,DIALECT,dialect,dialekito,5,international (Latin/Greek),Indo-European,Eurasia,dialecto,dialekito,translit,1.15,0.0,,,,,,1,wikipedia_langlinks,Dialect,1.0,,,,,,,110,0.6961800510284382,62,0.29002895153359576,0.25230123849377983,0.4166004916474522,below 30%,spa:Dialecto(0.889); eng:Dialect(0.778); por:Dialeto(0.778); rus:Диалект(0.778); mar:पोटभाषा(0.669); fra:Dialecte(0.874),,,
technical,ALPHABET,alphabet,alifabeto,5,international (Latin/Greek),Indo-European,Eurasia,alphabeto,alifabeto,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,Alphabet,1.0,,,,,,,151,0.7445893650476306,85,0.3329613562780129,0.2956383940015648,0.44717447214239175,SHOULD (>30%),spa:Alfabeto(0.889); eng:Alphabet(0.778); por:Alfabeto(0.889); rus:Алфавит(0.751); jpn:アルファベット(0.954); tur:Alfabe(0.667),,,
technical,TEXT,text,tekisito,4,international (Latin/Greek),Indo-European,Eurasia,texto,tekisito,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Text (literary theory),2.0,,,,,,,58,0.44154482929246763,42,0.2298921911391959,0.15393359390269634,0.5206542481939503,below 30%,spa:Texto(0.75); por:Texto(0.75); rus:Текст(0.625); jpn:テクスト (批評)(0.948); kor:텍스트 (문학이론)(0.841); fra:Texte(0.733),,,
technical,CORPUS,corpus,koripusi,4,international (Latin/Greek),Indo-European,Eurasia,corpus,koripusi,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,Text corpus,2.0,flagged: no transparent compound (kept),,,,,,43,0.4498338767965766,12,0.060733515005218244,0.03477188117591154,0.13501320851538062,below 30%,jpn:コーパス(0.69); fra:Corpus(0.75); ita:Corpus(0.75); nan:Gí-liāu-khò͘(0.628); pol:Korpus (językoznawstwo)(0.75); nld:Corpus (taalkunde)(0.75),,,
technical,DATA,data,data,2,international (Latin/Greek),Indo-European,Eurasia,data,data,translit,0.2,0.0,,,,,,1,wikipedia_langlinks,Data,0.0,,,,,,,81,0.6348481254654038,39,0.2262931722605039,0.2060142908097629,0.3564524540331746,below 30%,spa:Dato(0.966); por:Dados(0.766); jpn:データ(0.966); mar:विदा(0.858); tur:Veri(0.694); deu:Daten(0.772),,,
technical,COMPUTER,computer,komputeri,4,international (Latin/Greek),Indo-European,Eurasia,computer,komputeri,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,Computer,1.0,,,,,,,198,0.8073954757056928,107,0.3565025530210075,0.30050775206602026,0.44154638432846227,SHOULD (>30%),spa:Computadora(0.787); eng:Computer(0.889); por:Computador(0.814); rus:Компьютер(0.778); jpn:コンピュータ(0.697); tur:Bilgisayar(0.648),,,
technical,PROGRAM,program,programa,3,international (Latin/Greek),Indo-European,Eurasia,programa,programa,translit,3.0,0.0,,,,,,1,wikipedia_langlinks,Computer program,0.0,,,,,,,89,0.6376205871463632,9,0.031127974180441758,0.031127974180441758,0.048818960378543205,below 30%,jpn:プログラム (コンピュータ)(0.772); ita:Programma (informatica)(0.889); hun:Program (informatika)(0.875); slk:Program (počítačový)(0.875); new:प्रोग्राम(0.875); sag:Programme(0.874),,,
technical,MODEL,model,modelo,3,international (Latin/Greek),Indo-European,Eurasia,modello,modelo,translit,0.7,0.0,,,,,,1,wikipedia_langlinks,Conceptual model,0.0,,,,,,,19,0.39934705934077963,1,0.0033672865887534238,0.0033672865887534238,0.008431980429033224,below 30%,nld:Model (wetenschap)(0.833),,,
technical,METHOD,method,metodo,3,international (Latin/Greek),Indo-European,Eurasia,methodo,metodo,translit,0.2,0.0,,,,,,1,wikipedia_langlinks,Methodology,0.0,,,,,,,56,0.5374151839472251,10,0.020889885077319172,0.0016923894933085389,0.03887103621428491,below 30%,jav:Metodologi(0.6); ind:Metodologi(0.6); swe:Metodologi(0.6); srp:Методика(0.733); dan:Metodologi(0.6); nob:Metodologi(0.6),,,
technical,ANALYSIS,analysis,analisisi,5,international (Latin/Greek),Indo-European,Eurasia,analysis,analisisi,translit,0.8,0.0,,,,,,1,wikipedia_langlinks,Analysis,1.0,,,,,,,41,0.48306725041511606,23,0.212278575914526,0.19440159019144157,0.43943897196944703,below 30%,spa:Análisis(0.889); eng:Analysis(0.852); por:Análise(0.77); tur:Analiz(0.663); deu:Analyse(0.734); ind:Analisis(0.889),,,
technical,STATISTICS,statistics,sitatisitika,6,international (Latin/Greek),Indo-European,Eurasia,statistica,sitatisitika,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,Statistics,2.0,,,,,,,130,0.7284579527043193,82,0.3129871676171597,0.2916973669667822,0.4296571496751866,SHOULD (>30%),spa:Estadística(0.747); eng:Statistics(0.736); por:Estatística(0.75); rus:Статистика(0.833); tur:İstatistik(0.667); fra:Statistique(0.739),,,
technical,FREQUENCY,frequency,frekiwentia,5,international (Latin/Greek),Indo-European,Eurasia,frequentia,frekiwentia,translit,1.85,0.0,,,,,,1,wikipedia_langlinks,Frequency,1.0,,,,,,,106,0.7149429665003141,44,0.24939134312436523,0.2272553039963388,0.34882690621484097,below 30%,spa:Frecuencia(0.875); eng:Frequency(0.762); por:Frequência(0.893); tur:Frekans(0.608); fra:Fréquence(0.796); deu:Frequenz(0.708),,,
technical,POPULATION,population,populatione,6,international (Latin/Greek),Indo-European,Eurasia,populatione,populatione,translit,0.95,0.0,,,,,,1,wikipedia_langlinks,Population,0.0,,,,,,,18,0.1521149428239081,17,0.14103642417692716,0.14091323396497238,0.9271700830877232,below 30%,spa:Población (desambiguación)(0.799); tur:Popülasyon(0.864); fra:Population (homonymie)(0.909); deu:Population(0.909); jav:Populasi(0.712); ita:Popolazione (disambigua)(0.969),,,
technical,FAMILY (OF LANGUAGES),family (of languages),familia,4,international (Latin/Greek),Indo-European,Eurasia,familia,familia,translit,0.95,0.0,,,,,,1,wikipedia_langlinks,Language family,0.0,,,,,,,98,0.6665412573010929,3,0.01640373224401284,0.0,0.024610227895619778,below 30%,tur:Dil ailesi(0.636); nld:Taalfamilie(0.624); afr:Taalfamilie(0.624),,,
technical,PROJECT,project,projekito,4,international (Latin/Greek),Indo-European,Eurasia,projecto,projekito,translit,1.4,0.0,,,,,,1,wikipedia_langlinks,Project,1.0,,,,,,,50,0.5355780404884953,22,0.24416542366610658,0.1372934577323555,0.45589140182709087,below 30%,spa:Proyecto(0.889); hin:परियोजना(0.691); por:Projeto(0.732); rus:Проект (в управленческой деятельности)(0.667); jpn:プロジェクト(0.732); kor:프로젝트(0.605),,,
technical,VERSION,version,ferisione,5,international (Latin/Greek),Indo-European,Eurasia,versione,ferisione,translit,1.45,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,CATEGORY,category,kategoria,5,international (Latin/Greek),Indo-European,Eurasia,categoria,kategoria,translit,1.65,0.0,,,,,,1,wikipedia_langlinks,Categorization,0.0,,,,,,,17,0.31537442293665435,4,0.08113570998931899,0.0,0.2572678825182212,below 30%,spa:Categorización(0.643); ind:Klasifikasi(0.625); nld:Classificatie(0.607); cat:Classificació(0.615),,,
technical,FORM,form,forima,3,international (Latin/Greek),Indo-European,Eurasia,forma,forima,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,LIST,list,lisita,3,international (Latin/Greek),Indo-European,Eurasia,lista,lisita,translit,0.5,0.0,,,,,,1,wikipedia_langlinks,List,1.0,,,,,,,23,0.21496122696021394,10,0.17768770461400774,0.07273227663440997,0.8266035095105548,below 30%,eng:List(0.667); hin:सूची(0.621); por:Lista(0.833); tur:Liste(0.81); fra:Liste(0.81); deu:Liste(0.81),,,
technical,TABLE,table,tabela,3,international (Latin/Greek),Indo-European,Eurasia,tabella,tabela,translit,0.7,0.0,,,,,,1,wikipedia_langlinks,Table (information),0.0,,,,,,,35,0.5023311990355308,26,0.31901563172975367,0.2784041146896366,0.6350703128578504,SHOULD (>30%),spa:Tabla (información)(0.833); eng:Table (information)(0.81); hin:सारणी(0.741); por:Tabela(1.0); rus:Таблица(0.69); jpn:テーブル (情報)(0.856),,,
technical,NOTE,note,nota,2,international (Latin/Greek),Indo-European,Eurasia,nota,nota,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,INTERNATIONAL,international,interinationale,8,international (Latin/Greek),Indo-European,Eurasia,internationale,interinationale,translit,2.25,0.0,,,,,,1,wikipedia_langlinks,,1.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,AUXILIARY,auxiliary,aukisiliare,7,international (Latin/Greek),Indo-European,Eurasia,auxiliare,aukisiliare,translit,2.7,0.0,,,,,,1,wikipedia_langlinks,,1.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,AUTOMATIC,automatic,automatiko,6,international (Latin/Greek),Indo-European,Eurasia,automatico,automatiko,translit,0.75,0.0,,,,,,1,wikipedia_langlinks,,0.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,OPTIMIZATION,optimization,oputimisatione,8,international (Latin/Greek),Indo-European,Eurasia,optimisatione,oputimisatione,translit,0.75,0.0,,,,,,1,wikipedia_langlinks,,1.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,OBJECTIVE,objective,obujekitifo,6,international (Latin/Greek),Indo-European,Eurasia,objectivo,obujekitifo,translit,0.5,0.0,,,,,,1,wikipedia_langlinks,,2.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,MAXIMIZE,maximize,makisimisa,5,international (Latin/Greek),Indo-European,Eurasia,maximisa,makisimisa,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,TECHNICAL,technical,tekiniko,4,international (Latin/Greek),Indo-European,Eurasia,technico,tekiniko,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,COMMUNICATE,communicate,komunika,4,international (Latin/Greek),Indo-European,Eurasia,communica,komunika,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,IDEA,idea,idea,3,international (Latin/Greek),Indo-European,Eurasia,idea,idea,translit,0.95,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,NATURAL,natural,naturale,4,international (Latin/Greek),Indo-European,Eurasia,naturale,naturale,translit,1.5,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,FAMOUS,famous,famoso,3,international (Latin/Greek),Indo-European,Eurasia,famoso,famoso,translit,0.0,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,EVOLVE,evolve,efolua,4,international (Latin/Greek),Indo-European,Eurasia,evolua,efolua,translit,1.25,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,CONSTRUCT,construct,konsitrukita,5,international (Latin/Greek),Indo-European,Eurasia,constructa,konsitrukita,translit,1.4,0.0,,,,,,1,wikipedia_langlinks,,2.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,REPRESENT,represent,representa,4,international (Latin/Greek),Indo-European,Eurasia,representa,representa,translit,2.4,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,RECOGNIZE,recognize,rekoginitione,7,international (Latin/Greek),Indo-European,Eurasia,recognitione,rekoginitione,translit,1.65,0.0,,,,,,1,wikipedia_langlinks,,1.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,BIAS,bias,biasi,3,international (Latin/Greek),Indo-European,Eurasia,bias,biasi,translit,0.65,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,DISCUSSION,discussion,disikusione,6,international (Latin/Greek),Indo-European,Eurasia,discussione,disikusione,translit,0.65,0.0,,,,,,1,wikipedia_langlinks,,1.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,PRESENTATION,presentation,presentatione,6,international (Latin/Greek),Indo-European,Eurasia,presentatione,presentatione,translit,1.85,0.0,,,,,,1,wikipedia_langlinks,,0.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
technical,DESCRIBE,describe,desikriba,4,international (Latin/Greek),Indo-European,Eurasia,describa,desikriba,translit,1.8,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,STUDY,study,situdia,4,international (Latin/Greek),Indo-European,Eurasia,studia,situdia,translit,0.65,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,ADULT,adult,adulito,4,international (Latin/Greek),Indo-European,Eurasia,adulto,adulito,translit,1.0,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,PIDGIN,pidgin,pidigin,3,international (Latin/Greek),Indo-European,Eurasia,pidgin,pidigin,translit,0.4,0.0,,,,,,1,wikipedia_langlinks,,1.0,,,,,,,0,,0,,,,,,,,
technical,CREOLE,creole,kreolo,3,international (Latin/Greek),Indo-European,Eurasia,creolo,kreolo,translit,2.35,0.0,,,,,,1,wikipedia_langlinks,,0.0,,,,,,,0,,0,,,,,,,,
technical,QUESTIONNAIRE,questionnaire,kiwesitionario,8,international (Latin/Greek),Indo-European,Eurasia,questionario,kiwesitionario,translit,1.9,0.0,,,,,,1,wikipedia_langlinks,,2.0,flagged: no transparent compound (kept),,,,,,0,,0,,,,,,,,
name,ENGLISH (THE LANGUAGE),English (the language),Engilisi,4,endonym / as written,(none),(none),english,Engilisi,translit,1.0,0.0,,,,,,1,(not measured),,2.0,,,,,,endonym: English calls itself *English*,0,,0,,,,,,,,
name,EUROPE,Europe,Europa,4,endonym / as written,(none),(none),europa,Europa,translit,1.75,0.0,,,,,,1,(not measured),,0.0,,,,,,"the Latin/pan-European form, which is also the endonym in most of the languages spoken there",0,,0,,,,,,,,
name,ESPERANTO,Esperanto,Esiperanto,5,endonym / as written,(none),(none),esperanto,Esiperanto,translit,1.3,0.0,,,,,,1,(not measured),,1.0,,,,,,"endonym, already Latin-script",0,,0,,,,,,,,
name,PHOIBLE,PHOIBLE,Foibule,4,endonym / as written,(none),(none),phoible,Foibule,translit,1.15,0.0,,,,,,1,(not measured),,1.0,,,,,,"the database's own name, lowercased for translit",0,,0,,,,,,,,
name,QUENYA,Quenya,Kiwenja,3,endonym / as written,(none),(none),quenya,Kiwenja,translit,0.0,0.0,,,,,,1,(not measured),,1.0,,,,,,endonym of the constructed language,0,,0,,,,,,,,
name,DOTHRAKI,Dothraki,Dotraki,3,endonym / as written,(none),(none),dothraki,Dotraki,translit,1.6,0.0,,,,,,1,(not measured),,0.0,,,,,,endonym as published,0,,0,,,,,,,,
name,COMRIE,Comrie,Komrie,3,endonym / as written,(none),(none),comrie,Komrie,translit,1.45,0.0,,,,,,1,(not measured),,0.0,,,,,,"surname, as written",0,,0,,,,,,,,
name,SMITH,Smith,Simiti,3,endonym / as written,(none),(none),smith,Simiti,translit,0.0,0.0,,,,,,1,(not measured),,2.0,,,,,,"surname, as written",0,,0,,,,,,,,
